danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,song_name,artist,album,id,artist_uri,genres,lyrics,popularity,release_date,lyrics_filtered,genres_encoded
0.663,0.79,5,-5.224,0,0.131,0.0161,0.0,0.319,0.884,107.984,audio_features,spotify:track:2dW8FQL3XdiMd08FGCz6OE,https://api.spotify.com/v1/tracks/2dW8FQL3XdiMd08FGCz6OE,https://api.spotify.com/v1/audio-analysis/2dW8FQL3XdiMd08FGCz6OE,176842,4,The Old Me,Ria Mae,Therapy,2dW8FQL3XdiMd08FGCz6OE,spotify:artist:3QvuHlyW42Ei3AyGOO4AMT,['canadian pop'],"[""[Verse 1]\nI can feel your eyes, feel your eyes on me\nI could win awards for pretending\nAsk me how I've been and I'll hold my tongue\nYeah, everything is spinning now, three, two, one\n\n[Pre-Chorus]\nIt's like a flashback memory\nLike a split screen movie scene\nGot me frozen, tryna leave\nAnd I can't breathe\n\n[Chorus]\nYou remind me of the old me\nGot me feeling things I don't like feeling\nSorry, tell me reasons why you didn't love me\nBring me high, then I'm lonely\nI don't want that messed up old mе to own me\nBut you just keep me bringing me back, yеah\n\n[Verse 2]\nThis city takes me back, takes me back in time\nPieces of me thought I left behind\nHistory I'm trying to outrun\nNow all the walls are closing in, in three, two, one\n\n[Pre-Chorus]\nIt's like a flashback memory\nLike a split screen movie scene\nGot me frozen, tryna leave\nAnd I can't breathe\n\n[Chorus]\nYou remind me of the old me\nGot me feeling things I don't like feeling\nSorry, tell me reasons why you didn't love me\nBring me high, then I'm lonely\nI don't want that messed up old me to own me\nBut you just keep me bringing me back, yeah\n\n[Post-Chorus]\nBut you just keep me bringing me back, yeah\nBut you just keep me bringing me back, yeah\n\n[Bridge]\nI'm sorry\nYou seem happy\nI can't do this\nI'm not ready\n\n[Chorus]\nYou remind me of the old me\nGot me feeling things I don't like feeling\nSorry, tell me reasons why you didn't love me\nBring me high, then I'm lonely\nI don't want that messed up old me to own me\nBut you just keep me bringing me back, yeah\n\n[Post-Chorus]\nBut you just keep me bringing me back, yeah\nBut you just keep me bringing me back, yeah""]",53.0,2022-03-18,feel eyes feel eyes could win awards pretending ask i've i'll hold tongue yeah everything spinning three two one like flashback memory like split screen movie scene got frozen tryna leave can't breathe remind old got feeling things like feeling sorry tell reasons love bring high i'm lonely want messed old mе keep bringing back yеah city takes back takes back time pieces thought left behind history i'm trying outrun walls closing three two one like flashback memory like split screen movie scene got frozen tryna leave can't breathe remind old got feeling things like feeling sorry tell reasons love bring high i'm lonely want messed old keep bringing back yeah keep bringing back yeah keep bringing back yeah i'm sorry seem happy can't i'm ready remind old got feeling things like feeling sorry tell reasons love bring high i'm lonely want messed old keep bringing back yeah keep bringing back yeah keep bringing back yeah,[1523]
0.561,0.859,2,-4.129,1,0.0736,0.00322,0.0,0.0909,0.344,98.053,audio_features,spotify:track:4qnZCHbYsdUzjeyRXPDjlB,https://api.spotify.com/v1/tracks/4qnZCHbYsdUzjeyRXPDjlB,https://api.spotify.com/v1/audio-analysis/4qnZCHbYsdUzjeyRXPDjlB,191027,4,No Romeo,Dylan,No Romeo,4qnZCHbYsdUzjeyRXPDjlB,spotify:artist:4LOM7NzyrZvlGSYPFDsnTk,"['alt z', 'uk pop']",[''],69.0,2022-02-11,Error: No lyrics found,"[174, 329]"
0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,audio_features,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,https://api.spotify.com/v1/tracks/2dgFqt3w9xIQRjhPtwNk3D,https://api.spotify.com/v1/audio-analysis/2dgFqt3w9xIQRjhPtwNk3D,198533,4,Death By A Thousand Cuts,Taylor Swift,Lover,2dgFqt3w9xIQRjhPtwNk3D,spotify:artist:06HL4z0CvFAxyc27GXpf02,['pop'],"['[Intro]\nMy, my, my, my\nMy, my, my, my\nMy, my, my, my\nMy, my, my, my\nMy, my, my, my\nMy, my, my, my\nMy, my, my, my\nMy, my, my, my\n\n[Chorus]\nSaying goodbye is death by a thousand cuts\nFlashbacks waking me up\nI get drunk, but it\'s not enough\n’Cause the morning comes and you\'re not my baby\nI look through the windows of this love\nEven though we boarded them up\nChandelier\'s still flickering here\n’Cause I can\'t pretend it\'s okay when it\'s not\nIt\'s death by a thousand cuts\n\n[Verse 1]\nI dress to kill my time, I take the long way home\nI ask the traffic lights if it\'ll be alright\nThey say, ""I don\'t know""\nAnd what once was ours is no one\'s now\nI see you everywhere, the only thing we share\nIs this small town\nYou said it was a great love, one for the ages\nBut if the story’s over, why am I still writing pages?\n\n[Chorus]\n’Cause saying goodbye is death by a thousand cuts\nFlashbacks waking me up\nI get drunk, but it\'s not enough\n’Cause the morning comes and you\'re not my baby\nI look through the windows of this love\nEven though we boarded them up\nChandelier\'s still flickering here\n\'Cause I can’t pretend it\'s okay when it\'s not\nIt\'s death by a thousand cuts\n\n[Verse 2]\nMy heart, my hips, my body, my love\nTryna find a part of me that you didn\'t touch\nGave up on me like I was a bad drug\nNow I\'m searching for signs in a haunted club\nOur songs, our films, united we stand\nOur country, guess it was a lawless land\nQuiet my fears with the touch of your hand\nPaper cut stings from our paper-thin plans\nMy time, my wine, my spirit, my trust\nTryna find a part of me you didn\'t take up\nGave you so much, but it wasn\'t enough\nBut I\'ll be alright, it\'s just a thousand cuts\n\n[Chorus]\nI get drunk, but it\'s not enough\n\'Cause you\'re not my baby\nI look through the windows of this love\nEven though we boarded them up\nChandelier\'s still flickering here\n\'Cause I can\'t pretend it\'s okay when it\'s not\nNo, it\'s not\nIt\'s death by a thousand cuts (You didn\'t touch)\n\n[Post-Chorus]\nTryna find a part of me that you didn\'t touch\nMy body, my love, my trust (It\'s death by a thousand cuts)\nBut it wasn\'t enough, it wasn\'t enough, no, no\n\n[Outro]\nI take the long way home\nI ask the traffic lights if it\'ll be alright\nThey say, ""I don\'t know""']",75.0,2019-08-23,"saying goodbye death thousand cuts flashbacks waking get drunk enough ’cause morning comes baby look windows love even though boarded chandelier's still flickering ’cause can't pretend okay death thousand cuts dress kill time take long way home ask traffic lights it'll alright say ""i know"" one's see everywhere thing share small town said great love one ages story’s still writing pages? ’cause saying goodbye death thousand cuts flashbacks waking get drunk enough ’cause morning comes baby look windows love even though boarded chandelier's still flickering 'cause can’t pretend okay death thousand cuts heart hips body love tryna find part touch gave like bad drug i'm searching signs haunted club songs films united stand country guess lawless land quiet fears touch hand paper cut stings paper-thin plans time wine spirit trust tryna find part take gave much enough i'll alright thousand cuts get drunk enough 'cause baby look windows love even though boarded chandelier's still flickering 'cause can't pretend okay death thousand cuts touch tryna find part touch body love trust death thousand cuts enough enough take long way home ask traffic lights it'll alright say ""i know""",[5518]
0.637,0.602,1,-5.546,1,0.0346,0.0176,0.000179,0.0818,0.291,122.019,audio_features,spotify:track:2EHVjRFRSsXQaHAsys74Us,https://api.spotify.com/v1/tracks/2EHVjRFRSsXQaHAsys74Us,https://api.spotify.com/v1/audio-analysis/2EHVjRFRSsXQaHAsys74Us,222890,4,Dancing On My Own - Tiësto Remix,Calum Scott,Only Human (Deluxe),2EHVjRFRSsXQaHAsys74Us,spotify:artist:6ydoSd3N2mwgwBHtF6K7eX,"['neo mellow', 'pop']","[""[Verse 1]\nSomebody said you got a new friend\nBut does she love you better than I can?\nAnd there's a big black sky over my town\nI know where you're at, I bet she's around\nAnd yeah I know it's stupid, but I just gotta see it for myself\n\n[Chorus]\nI'm in the corner, watching you kiss her, oh oh oh\nAnd I'm right over here, why can't you see me? Oh oh oh\nAnd I'm giving it my all\nBut I'm not the guy you're taking home, oooh\nI keep dancing on my own\n\n[Verse 2]\nI just wanna dance all night\nAnd I’m all messed up, I’m so out of line, yeah\nStilettos and broken bottles\nI’m spinning around in circles\n\n[Chorus]\nAnd I'm in the corner, watching you kiss her, oh oh oh\nAnd I'm right over here, why can't you see me? Oh oh oh\nAnd I'm giving it my all\nBut I'm not the guy you're taking home, ooh\nI keep dancing on my own\nAnd oh, nah\n\n[Bridge]\nSo far away, but still so near\nThe lights come on, the music dies\nBut you don't see me standing here\nI just came to say goodbye\n\n[Chorus]\nI'm in the corner, watching you kiss her, ohh\nAnd I'm giving it my all\nBut I'm not the guy you're taking home, oooh\nI keep dancing on my own\nAnd oh, nah\nSaid I'm in the corner, watching you kiss her, oh\u200b no\nAnd I'm right over here, why can't you see me? Oh no\nAnd I'm giving it my all\nBut I'm not the guy you're taking home, ooh\nAnd I keep dancing on my own\n\n[Outro]\nSo far away, but still so near\nThe lights come on, the music dies\nBut you don't see me standing here""]",68.0,2018-03-09,somebody said got new friend love better can? there's big black sky town know bet around yeah know stupid gotta see i'm corner watching kiss oh oh oh i'm right can't see me? oh oh oh i'm giving i'm guy taking home oooh keep dancing wanna dance night i’m messed i’m line yeah stilettos broken bottles i’m spinning around circles i'm corner watching kiss oh oh oh i'm right can't see me? oh oh oh i'm giving i'm guy taking home ooh keep dancing oh nah far away still near lights come music dies see standing came say goodbye i'm corner watching kiss ohh i'm giving i'm guy taking home oooh keep dancing oh nah said i'm corner watching kiss oh​ i'm right can't see me? oh i'm giving i'm guy taking home ooh keep dancing far away still near lights come music dies see standing,"[356, 5518]"
0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,audio_features,spotify:track:2EBnvom1dTybtm75a3Xh1T,https://api.spotify.com/v1/tracks/2EBnvom1dTybtm75a3Xh1T,https://api.spotify.com/v1/audio-analysis/2EBnvom1dTybtm75a3Xh1T,204315,4,feel like shit,Tate McRae,feel like shit,2EBnvom1dTybtm75a3Xh1T,spotify:artist:45dkTj5sMRSjrmBSBeiHym,"['alt z', 'pop']","['[Verse 1]\nUsually never cry at all\nI would say I\'m pretty tough\nBut it\'s been a couple weeks now and I still feel stuck in my lungs\nAnd usually I go out on nights\nAnd not think of you once\nBut if they start playin\' that song\nI can\'t help but to think about us, oh, oh\n\n[Pre-Chorus]\nReally thought I\'d be done with the hardest part\nWhen I pulled myself out of your arms\nWish I knew that was only the start\nAnd now I\'m fallin\' apart \'cause\n\n[Chorus]\nLast night for the very first time\nYou didn\'t even try to call\nOh I, I, won\'t lie\nI thought I might die\nI couldn\'t even sleep at all\nAnd maybe I\'ll get used to it (Ah, ah, ah-ah, ah)\nBut right now I just feel like shit (Ah, ah, ah-ah, ah)\nOh, oh\n\n[Verse 2]\nSo I kissed somebody else\nJust to see how it felt\nBut all that was goin\' through my brain\nWas your hands around my waist\nYou know how to do it so well\n\n[Pre-Chorus]\nReally thought I was done with the hardest part\nWhen I pullеd myself out of your arms\nWish I knew that was only the start\nAnd now I\'m fallin\' apart \'causе\n\n[Chorus]\nLast night for the very first time\nYou didn\'t even try to call (Didn\'t even try to call)\nOh I, I, won\'t lie\nI thought I might die\nI couldn\'t even sleep at all\nAnd maybe I\'ll get used to it (Ah, ah, ah-ah, ah)\nBut right now I just feel like shit (Ah, ah, ah-ah, ah)\nOh, oh\n\n[Bridge]\nNow, if I get a little too drunk, I\'ll start thinkin\', ""What if you were the one?""\nI know that the damage is done, done\nAnd I still have the shirt that you wore when we first met\nIt\'s there on the floor, I might kick it under the bed\nHopin\' that I could forget that\n\n[Chorus]\nLast night for the very first time\nYou didn\'t even try to call\nOh I, I, won\'t lie\nI thought I might die\nI couldn\'t even sleep at all (At all)\nAnd maybe I\'ll get used to it (Ah, ah, ah-ah, ah)\nBut right now I just feel like shit (Ah, ah, ah-ah, ah)\nOh, oh\n\n[Outro]\nUsed to it\nFeel like shit']",84.0,2021-11-11,"usually never cry would say i'm pretty tough couple weeks still feel stuck lungs usually go nights think start playin' song can't help think us oh oh really thought i'd done hardest part pulled arms wish knew start i'm fallin' apart 'cause last night first time even try call oh lie thought might die even sleep maybe i'll get used ah ah ah-ah ah right feel like shit ah ah ah-ah ah oh oh kissed somebody else see felt goin' brain hands around waist know well really thought done hardest part pullеd arms wish knew start i'm fallin' apart 'causе last night first time even try call even try call oh lie thought might die even sleep maybe i'll get used ah ah ah-ah ah right feel like shit ah ah ah-ah ah oh oh get little drunk i'll start thinkin' ""what one?"" know damage done done still shirt wore first met floor might kick bed hopin' could forget last night first time even try call oh lie thought might die even sleep maybe i'll get used ah ah ah-ah ah right feel like shit ah ah ah-ah ah oh oh used feel like shit","[174, 5518]"
0.831,0.593,0,-5.371,0,0.0417,0.163,0.122,0.144,0.619,96.988,audio_features,spotify:track:6BMAOOrAC6LxdYjVbkk7h9,https://api.spotify.com/v1/tracks/6BMAOOrAC6LxdYjVbkk7h9,https://api.spotify.com/v1/audio-analysis/6BMAOOrAC6LxdYjVbkk7h9,161472,4,EXPIRATION DATE,MICHELLE,EXPIRATION DATE,6BMAOOrAC6LxdYjVbkk7h9,spotify:artist:4yYvor6Rq4fG82J1L47DYp,"['bedroom pop', 'indie pop', 'indie r&b']",[''],54.0,2022-01-05,Error: No lyrics found,"[1253, 5276, 1494]"
0.654,0.713,1,-6.484,0,0.0846,0.628,0.0,0.0837,0.694,80.043,audio_features,spotify:track:1lNEXDlxVhsWaq2DLBUDgC,https://api.spotify.com/v1/tracks/1lNEXDlxVhsWaq2DLBUDgC,https://api.spotify.com/v1/audio-analysis/1lNEXDlxVhsWaq2DLBUDgC,167120,4,simple times,Kacey Musgraves,star-crossed,1lNEXDlxVhsWaq2DLBUDgC,spotify:artist:70kkdajctXSbqSMJbQO424,"['contemporary country', 'country dawn', 'pop', 'texas country']","[""[Verse 1]\nEvery day felt like Friday\nWalking to the 7-Eleven\nMe and all of my best friends\nWe were always together\nI remember talking on the phone all night\nDidn't know it was a simple time\n\n[Chorus]\nWish that I could put this game on pause\nSkip this round, take the headset off\nPut my lip gloss on\nKick it at the mall like there's nothing wrong\nI need to step away\nIf I don't, I'm gonna go insane\n'Cause being grown up kinda sucks, and I'm\nReally just missing the simple times, uh-huh\n\n[Verse 2]\nI think I'm going off of the deep end\nI wanna wake up on an island\nThrow еverybody a peace sign\nPut all thе static on silent\nWe can stay up all night\nPour one out for the simple times\n\n[Chorus]\nWish that I could put this game on pause\nSkip this round, take the headset off\nPut my lip gloss on\nKick it at the mall like there's nothing wrong\nI need to step away\nAnd if I don't, I'm gonna go insane\n'Cause being grown up kinda sucks, and I'm\nReally just missing the simple times, uh-huh\n\n[Bridge]\nThere's nothing really going on\nBut I heard about a rager\nI won't be waiting by the phone\nSo you can hit me on the pager\nOh-oh, oh-oh, oh-oh\n\n[Chorus]\nWish that I could put this game on pause\nSkip this round, take the headset off\nPut my high-tops on\nKick it at the mall like there's nothing wrong\nI need to step away\nAnd if I don't, I'm gonna go insane\n'Cause being grown up kind of sucks, and I'm\nReally just missing the simple times, uh-huh\n\n[Outro]\nOoh-ooh, ooh-ooh, ooh-ooh, ooh""]",67.0,2021-09-10,every day felt like friday walking 7-eleven best friends always together remember talking phone night know simple time wish could put game pause skip round take headset put lip gloss kick mall like there's nothing wrong need step away i'm gonna go insane 'cause grown kinda sucks i'm really missing simple times uh-huh think i'm going deep end wanna wake island throw еverybody peace sign put thе static silent stay night pour one simple times wish could put game pause skip round take headset put lip gloss kick mall like there's nothing wrong need step away i'm gonna go insane 'cause grown kinda sucks i'm really missing simple times uh-huh there's nothing really going heard rager waiting phone hit pager oh-oh oh-oh oh-oh wish could put game pause skip round take headset put high-tops kick mall like there's nothing wrong need step away i'm gonna go insane 'cause grown kind sucks i'm really missing simple times uh-huh ooh-ooh ooh-ooh ooh-ooh ooh,"[965, 2851, 5518, 4515]"
0.617,0.38,9,-9.275,1,0.0361,0.018,0.0,0.112,0.192,116.961,audio_features,spotify:track:4nzBST9JdZIy9qfilr93Po,https://api.spotify.com/v1/tracks/4nzBST9JdZIy9qfilr93Po,https://api.spotify.com/v1/audio-analysis/4nzBST9JdZIy9qfilr93Po,166610,4,aftermath,vaultboy,aftermath,4nzBST9JdZIy9qfilr93Po,spotify:artist:0K87f3owemzI8NUCoEIXOB,[],"[""[Verse 1]\nI moved away and changed my number when I did it\nI’d hoped that cuttin' you off would make me feel different\nI know I’m weaker than I probably seem\nI can’t lie I blame you for everything\n\nAll pins and needles when I meet somebody new and I\nGet all choked up whenever they ask about you and I\nFeel so pathetic and I wanna scream\nI can’t lie I blame you for everything\nAnd I think you know exactly what I mean\n\n[Chorus]\nYou really fucked me up\nScreamin' at my mirror like I’m fuckin' drunk\nQuestion who I am and what I could’ve done\nBut you're the one who told me that you were in love, ohh\n\nYou really fucked me up\nClose my eyes and think of anything but us\nMade me feel like I’m the one who’s not enough\nBut you’re the one who told me that you were in love, ohh\n\n[Verse 2]\nTry to forget how you could never meet me in the middle\nHow all the pain that you inflicted made me feel so little\nA little tired of remembering\nI can’t lie I blame you for everything\n\nYou'd change so quick\nYou'd start a fight, then you’d be saying sorry\nMade me look like a fuckin' idiot at every party\nIt made me sick, it’s so embarrassing\nI can’t lie I blame you for everything\nAnd I think you know exactly what I mean\n\n[Chorus]\nYou really fucked me up\nScreamin' at my mirror like I’m fuckin' drunk\nQuestion who I am and what I could’ve done\nBut you're the one who told me that you were in love, ohh\n\nYou really fucked me up\nClose my eyes and think of anything but us\nMade me feel like I’m the one who’s not enough\nBut you’re the one who told me that you were in love, ohh\n\n[Outro]\nYou really fucked me up\nScreamin' at my mirror like I’m fuckin' drunk\nQuestion who I am and what I could’ve done\nBut you're the one that said that you were in love, mm""]",67.0,2021-09-03,moved away changed number i’d hoped cuttin' would make feel different know i’m weaker probably seem can’t lie blame everything pins needles meet somebody new get choked whenever ask feel pathetic wanna scream can’t lie blame everything think know exactly mean really fucked screamin' mirror like i’m fuckin' drunk question could’ve done one told love ohh really fucked close eyes think anything us made feel like i’m one who’s enough you’re one told love ohh try forget could never meet middle pain inflicted made feel little little tired remembering can’t lie blame everything change quick start fight you’d saying sorry made look like fuckin' idiot every party made sick it’s embarrassing can’t lie blame everything think know exactly mean really fucked screamin' mirror like i’m fuckin' drunk question could’ve done one told love ohh really fucked close eyes think anything us made feel like i’m one who’s enough you’re one told love ohh really fucked screamin' mirror like i’m fuckin' drunk question could’ve done one said love mm,[]
0.363,0.336,10,-9.923,1,0.0297,0.944,0.00501,0.144,0.375,104.105,audio_features,spotify:track:3aVpNPYYhmnhFl61QS56tx,https://api.spotify.com/v1/tracks/3aVpNPYYhmnhFl61QS56tx,https://api.spotify.com/v1/audio-analysis/3aVpNPYYhmnhFl61QS56tx,193653,4,Happy Loner,MARINA,Happy Loner,3aVpNPYYhmnhFl61QS56tx,spotify:artist:6CwfuxIqcltXDGjfZsMd9A,"['dance pop', 'electropop', 'metropopolis', 'pop', 'uk alternative pop']","[""[Verse 1]\nWaking up late, I feel demotivated\nEverything's wrong, guess my thoughts escalated\nWhen I'm alone, things are under control\nWhen I'm alone, I can turn off the world\n\n[Pre-Chorus]\nI try to escape, but I can't lose my mind\nThat's why I can't live a conventional life\n\n[Chorus]\n'Cause I'm happy being a loner\nHappy being a loner\nI'm sick of it all, I wanna give it up\nBut I'm on the edge\nAnd I feel like everything's too much, too much, mmm\nToo much, too much, mmm\n\n[Verse 2]\nThey don't understand why I like being alone\nI don't wanna be so accessible\nEmotionally, I'm on the edge of a knife\nThat's how I learned, that's how I learned to survive\n\n[Pre-Chorus]\nIf I'm alone, then you'll never find\nThe truth about me that I'm losing my mind\nAnd it's too hard to pretend\nSo I stay away from my friends\n\n[Chorus]\n'Cause I'm happy being a loner\nHappy being a loner\nI'm sick of it all, I wanna give it up\nBut I'm on the edge\nAnd I feel like everything's too much, too much, mmm\nToo much, too much, mmm\n\n[Bridge]\nI pick up on everybody's energy\nAlways used to feel like there was something wrong with me\n(Wrong with me)\nWhen the world is overwhelming, I need to breathe\n\n[Chorus]\n'Cause I'm happy being a loner\nHappy being a loner\nI'm sick of it all, I wanna give it up\nBut I'm on the edge\nAnd I feel like everything's too much, too much, mmm\nToo much, too much, mmm\nToo much, too much, mmm\nToo much, too much, mmm\n\n[Outro]\nToo much, too much, mmm\nToo much, too much, mmm""]",60.0,2021-12-03,waking late feel demotivated everything's wrong guess thoughts escalated i'm alone things control i'm alone turn world try escape can't lose mind that's can't live conventional life 'cause i'm happy loner happy loner i'm sick wanna give i'm edge feel like everything's much much mmm much much mmm understand like alone wanna accessible emotionally i'm edge knife that's learned that's learned survive i'm alone never find truth i'm losing mind hard pretend stay away friends 'cause i'm happy loner happy loner i'm sick wanna give i'm edge feel like everything's much much mmm much much mmm pick everybody's energy always used feel like something wrong wrong world overwhelming need breathe 'cause i'm happy loner happy loner i'm sick wanna give i'm edge feel like everything's much much mmm much much mmm much much mmm much much mmm much much mmm much much mmm,"[1326, 1090, 1227, 5518, 1414]"
0.733,0.522,5,-6.853,1,0.0593,0.0603,0.0,0.097,0.729,179.837,audio_features,spotify:track:7kG3DPhoPsltuT0vxENI6E,https://api.spotify.com/v1/tracks/7kG3DPhoPsltuT0vxENI6E,https://api.spotify.com/v1/audio-analysis/7kG3DPhoPsltuT0vxENI6E,197093,4,Too Much,Carly Rae Jepsen,Dedicated,7kG3DPhoPsltuT0vxENI6E,spotify:artist:6sFIWsNpZYqfjUpaCgueju,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']","[""[Verse 1]\nAm I bad for you?\n'Cause I live for the fire, and the rain, and the drama, too, boy\nAnd it feels like you never say what you want\nAnd it feels like I can't get through, babe\nOoh, babe\n\n[Pre-Chorus]\n'Cause when I get so low, it takes me higher (Feel the love)\nI'm not afraid to know my heart's desire, ooh-ah!\n\n[Chorus]\nWhen I party, then I party too much\nWhen I feel it, then I feel it too much\nWhen I'm thinking, then I'm thinking too much\nWhen I'm drinking, then I'm drinking too much\nI'll do anything to get to the rush\nNow I'm dancing, and I'm dancing too much\nSo be careful if you're wanting this touch\n'Cause if I love you, then I love you too much\n\n[Post-Chorus]\nIs this too, is this too\nIs this too much?\nIs this too, is this too\nIs this too much?\n\n[Verse 2]\nAm I too close?\n'Cause you fold into me like a heart with a beat\nI know now, I know now\nAnd did you know that I'm wild for your skin\nAnd the dance that we're in?\nSo close now, so close now\n\n[Pre-Chorus]\n'Cause when I get so low, it takes me higher (Feel the love)\nI'm not afraid to know my heart's desire, ooh-ah!\n\n[Chorus]\nWhen I party, then I party too much\nWhen I feel it, then I feel it too much\nWhen I'm thinking, then I'm thinking too much\nWhen I'm drinking, then I'm drinking too much\nI'll do anything to get to the rush\nNow I'm dancing, and I'm dancing too much\nSo be careful if you're wanting this touch\n'Cause if I love you, then I love you too much\n\n[Post-Chorus]\nIs this too, is this too\nIs this too much?\nIs this too, is this too\nIs this too much?\n\n[Bridge]\nA fire in rainy season\nIt's hard to get to know me\nAre you down, d-down\nI'm down, d-down\nI trust the, trust the feeling\nIt's hard to get to know you\nBut I'm down, d-down\nI'm down, d-down\n\n[Chorus]\nWhen I party, then I party too much\nWhen I feel it, then I feel it too much\nWhen I'm thinking, then I'm thinking too much\nWhen I'm drinking, then I'm drinking too much\nI'll do anything to get to the rush\nNow I'm dancing, and I'm dancing too much\nSo be careful if you're wanting this touch\n'Cause if I love you, then I love you too much\n\n[Outro]\nIs this too, is this too\nIs this too much?\nIs this too, is this too\nIs this too much?""]",57.0,2019-05-17,bad you? 'cause live fire rain drama boy feels like never say want feels like can't get babe ooh babe 'cause get low takes higher feel love i'm afraid know heart's desire ooh-ah! party party much feel feel much i'm thinking i'm thinking much i'm drinking i'm drinking much i'll anything get rush i'm dancing i'm dancing much careful wanting touch 'cause love love much much? much? close? 'cause fold like heart beat know know know i'm wild skin dance we're in? close close 'cause get low takes higher feel love i'm afraid know heart's desire ooh-ah! party party much feel feel much i'm thinking i'm thinking much i'm drinking i'm drinking much i'll anything get rush i'm dancing i'm dancing much careful wanting touch 'cause love love much much? much? fire rainy season hard get know d-down i'm d-down trust trust feeling hard get know i'm d-down i'm d-down party party much feel feel much i'm thinking i'm thinking much i'm drinking i'm drinking much i'll anything get rush i'm dancing i'm dancing much careful wanting touch 'cause love love much much? much?,"[1523, 1326, 1090, 5518, 1824]"
0.662,0.584,6,-6.663,0,0.0791,0.0788,0.0,0.0976,0.366,79.983,audio_features,spotify:track:0LdNn0wvbqxOVKDG7l9lZu,https://api.spotify.com/v1/tracks/0LdNn0wvbqxOVKDG7l9lZu,https://api.spotify.com/v1/audio-analysis/0LdNn0wvbqxOVKDG7l9lZu,183486,4,Apartment No. 2,Ivy Adara,Apartment No. 2,0LdNn0wvbqxOVKDG7l9lZu,spotify:artist:43G7qlx7v7OGJJrUTXIqLq,"['alt z', 'electropop', 'indie electropop']","[""[Verse 1]\nDaddy's always working, momma's always high\nGot a lot of problems, never asking why\nIn between the fights states what they really try\nBut does trying mean a thing if you never really fly?\nDaddy's got a drunk hand, momma's on the couch\nBut then she doesn't hear him coming for her now\nYou turn up the TV and take me to my room\nPut your hands over my ears, tell me it'll be over soon\n\n[Pre-Chorus]\nThe sound of your voice, it drowns out the noise all night\nThe sound of your voice always make me feel alright\n\n[Chorus]\nOh, we'll be running, running, running away\nI'm right with the dark side if I got you\nRunning, running, running, away\nWe'll stray on the far sidе chasing the moon\nThey'll be coming aftеr us, we'll be running faster\nIf they'll be coming after us, we'll be running fast\nI know I know I'll be safe\nThe moment I'm with you in apartment number two\nOoh\n\n[Verse 2]\nI get frustrated, don't know what to do\nI wish we could escape and I wish we didn't have to\nWe could get our own place, yeah, just me and you\nI know that we're kind of young but we could leave if we wanted to\n\n[Pre-Chorus]\nThe sound of your voice, it drowns out the noise all night (All night)\nThe sound of your voice always make me feel alright\n\n[Chorus]\nOh, we'll be running, running, running away\nI'm right with the dark side if I got you\nRunning, running, running, away\nWe'll stray on the far side chasing the moon\nThey'll be coming after us, we'll be running faster\nIf they'll be coming after us, we'll be running fast\nI know I know I'll be safe\nThe moment I'm with you in apartment number two\nOoh\n\n[Outro]\nIf I got you by my side I'm okay\nWe're gonna make it\nIf I got you by my side everyday, everyday\nIf I got you by my side I'm okay\nWe're gonna make it\nIf I got you by my side everyday, everyday\nWe'll be okay\nIn apartment number two""]",48.0,2021-09-30,daddy's always working momma's always high got lot problems never asking fights states really try trying mean thing never really fly? daddy's got drunk hand momma's couch hear coming turn tv take room put hands ears tell it'll soon sound voice drowns noise night sound voice always make feel alright oh we'll running running running away i'm right dark side got running running running away we'll stray far sidе chasing moon they'll coming aftеr us we'll running faster they'll coming us we'll running fast know know i'll safe moment i'm apartment number two ooh get frustrated know wish could escape wish could get place yeah know we're kind young could leave wanted sound voice drowns noise night night sound voice always make feel alright oh we'll running running running away i'm right dark side got running running running away we'll stray far side chasing moon they'll coming us we'll running faster they'll coming us we'll running fast know know i'll safe moment i'm apartment number two ooh got side i'm okay we're gonna make got side everyday everyday got side i'm okay we're gonna make got side everyday everyday we'll okay apartment number two,"[174, 1090, 1742]"
